id,domain,key,route,value,unit,basis,source_ref,valid_from,uncertainty_pct
183,gwp,z_hfc_1225ye_cf3cf_chf_z,,1.000000,kgCO2e/kg,"(Z)-HFC-1225ye (CF3CF=CHF(Z)) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
151,fuel,orimulsion,combustion,2124.182500,kgCO2e/t,"Combustion of Orimulsion | This datapoint references default CO2, CH4 and N2O emission factors in net calorific values from the 2006 IPCC Guidelines (unless stated otherwise) and the IPCC Fifth Assessment Report (AR5). This datapoint is also referenced in NEA's Carbon Tax Calculator for companies under the Carbon Pricing Act (CPA). For CPA companies who wish to do the Carbon Tax calculation, plea","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
152,gwp,r_508b_46_hfc_23_54_pfc_116,,11698.000000,kgCO2e/kg,"R-508B (46% HFC-23; 54% PFC-116) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) co","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
153,gwp,hfc_1234yf_cf3cf_ch2,,1.000000,kgCO2e/kg,"HFC-1234yf (CF3CF=CH2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
154,gwp,r_508a_39_hfc_23_61_pfc_116,,11607.000000,kgCO2e/kg,"R-508A (39% HFC-23; 61% PFC-116) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) co","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
155,gwp,r_402a_60_hfc125,,1902.000000,kgCO2e/kg,"R-402A (60% HFC125) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in th","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
156,gwp,nitrogen_trifluoride_nf3,,16100.000000,kgCO2e/kg,"Nitrogen trifluoride (NF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
157,gwp,hfc_43_10mee_cf3chfchfcf2cf3,,1650.000000,kgCO2e/kg,"HFC-43-10mee (CF3CHFCHFCF2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
158,gwp,pfc_41_12_n_c5f12,,8550.000000,kgCO2e/kg,"PFC-41-12 (n-C5F12) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
159,gwp,hfc_245cb_cf3cf2ch3,,4620.000000,kgCO2e/kg,"HFC-245cb (CF3CF2CH3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
160,gwp,hfc_263fb_ch3ch2cf3,,76.000000,kgCO2e/kg,"HFC-263fb (CH3CH2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
161,gwp,r_442a_31_hfc_32_31_hfc_125_30_hfc_134a_3_hfc_152a_5_hfc_227,,1754.210000,kgCO2e/kg,"R-442A (31% HFC-32; 31% HFC-125; 30% HFC-134a; 3% HFC-152a; 5% HFC-227ea) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
162,gwp,e_hfc_1225ye_cf3cf_chf_e,,1.000000,kgCO2e/kg,"(E)-HFC-1225ye (CF3CF=CHF(E)) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
163,gwp,r_448a_26_hfc_32_26_hfc_125_21_hfc_134a_20_hfc_1234yf_7_e_hf,,1273.490000,kgCO2e/kg,"R-448A (26% HFC-32; 26% HFC-125; 21% HFC-134a; 20% HFC-1234yf; 7% (E)-HFC-1234ze) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
164,gwp,pfc_61_16_n_c7f16,,7820.000000,kgCO2e/kg,"PFC-61-16 (n-C7F16) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
165,gwp,z_hfc_1234ze_cf3ch_chf_z,,1.000000,kgCO2e/kg,"(Z)-HFC-1234ze (CF3CH=CHF(Z)) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
166,gwp,hfc_245fa_chf2ch2cf3,,858.000000,kgCO2e/kg,"HFC-245fa (CHF2CH2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
168,gwp,r_422b_55_hfc_125_42_hfc_134a,,2289.500000,kgCO2e/kg,"R-422B (55% HFC-125; 42% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
169,gwp,hfc_134_chf2chf2,,1120.000000,kgCO2e/kg,"HFC-134 (CHF2CHF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
170,gwp,hfc_227ea_cf3chfcf3,,3350.000000,kgCO2e/kg,"HFC-227ea (CF3CHFCF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
171,gwp,hexafluoro_1_3_butadiene_c4f6,,1.000000,kgCO2e/kg,"Hexafluoro-1,3-butadiene (C4F6) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
172,gwp,pfc_c216_c_c3f6,,9200.000000,kgCO2e/kg,"PFC-c216 (c-C3F6) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
173,gwp,hfc_152_ch2fch2f,,16.000000,kgCO2e/kg,"HFC-152 (CH2FCH2F) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
174,gwp,r_413a_9_pfc_218_88_hfc_134a,,1945.000000,kgCO2e/kg,"R-413A (9% PFC-218; 88% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) c","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
175,gwp,hfc_32_ch2f2,,677.000000,kgCO2e/kg,"HFC-32 (CH2F2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
176,gwp,perfluorodecalin_cis_z_c10f18,,7240.000000,kgCO2e/kg,"Perfluorodecalin (cis) (Z-C10F18) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
177,gwp,r_419a_77_hfc_125_19_hfc_134a,,2687.900000,kgCO2e/kg,"R-419A (77% HFC-125; 19% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
178,gwp,r_407b_10_hfc_32_70_hfc_125_20_hfc_134a,,2546.700000,kgCO2e/kg,"R-407B (10% HFC-32; 70% HFC-125; 20% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoroca","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
179,gwp,r_422d_65_1_hfc_125_31_5_hfc_134a,,2473.170000,kgCO2e/kg,"R-422D (65.1% HFC-125; 31.5% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HC","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
180,gwp,r_407e_25_hfc_32_15_hfc_125_60_hfc_134a,,1424.750000,kgCO2e/kg,"R-407E (25% HFC-32; 15% HFC-125; 60% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoroca","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
181,gwp,r_415b_75_hfc_152a,,103.500000,kgCO2e/kg,"R-415B (75% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
182,gwp,hfc_143_ch2fchf2,,328.000000,kgCO2e/kg,"HFC-143 (CH2FCHF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
214,gwp,pfc_218_c3f8,,8900.000000,kgCO2e/kg,"PFC-218 (C3F8) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
184,gwp,r_438a_8_5_hfc_32_45_hfc_125_44_2_hfc_134a,,2058.645000,kgCO2e/kg,"R-438A (8.5% HFC-32; 45% HFC-125; 44.2% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluor","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
185,gwp,r_410b_45_hfc_32_55_hfc_125,,2048.150000,kgCO2e/kg,"R-410B (45% HFC-32; 55% HFC-125) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) co","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
186,gwp,hfc_245ca_ch2fcf2chf2,,716.000000,kgCO2e/kg,"HFC-245ca (CH2FCF2CHF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
187,gwp,r_503_40_1_hfc_23,,4972.400000,kgCO2e/kg,"R-503 (40.1% HFC-23) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in t","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
188,gwp,r_422c_82_hfc_125_15_hfc_134a,,2794.400000,kgCO2e/kg,"R-422C (82% HFC-125; 15% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
189,gwp,hfc_134a_ch2fcf3,,1300.000000,kgCO2e/kg,"HFC-134a (CH2FCF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
190,gwp,z_hfc_1336_cf3ch_chcf3_z,,2.000000,kgCO2e/kg,"(Z)-HFC-1336 (CF3CH=CHCF3(Z)) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
191,gwp,hfc_236ea_chf2chfcf3,,1330.000000,kgCO2e/kg,"HFC-236ea (CHF2CHFCF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
192,gwp,3_3_4_4_5_5_6_6_7_7_8_8_8_tridecafluorooct_1_ene_c6f13ch_ch2,,1.000000,kgCO2e/kg,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooct-1-ene (C6F13CH=CH2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
193,gwp,r_407a_20_hfc_32_40_hfc_125_40_hfc_134a,,1923.400000,kgCO2e/kg,"R-407A (20% HFC-32; 40% HFC-125; 40% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoroca","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
194,gwp,r_418a_2_5_hfc_152a,,3.450000,kgCO2e/kg,"R-418A (2.5% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
195,gwp,r_408a_7_hfc_125_46_hfc_143a,,2429.900000,kgCO2e/kg,"R-408A (7%  HFC-125; 46% HFC-143a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
196,gwp,hfc_41_ch3f,,116.000000,kgCO2e/kg,"HFC-41 (CH3F) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
197,gwp,r_452a_11_hfc_32_59_hfc_125_30_hfc_1234yf,,1945.070000,kgCO2e/kg,"R-452A (11% HFC-32; 59% HFC-125; 30% HFC-1234yf) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoro","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
198,gwp,perfluorodecalin_trans_e_c10f18,,6290.000000,kgCO2e/kg,"Perfluorodecalin (trans) (E-C10F18) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
199,gwp,hfc_365mfc_ch3cf2ch2cf3,,804.000000,kgCO2e/kg,"HFC-365mfc (CH3CF2CH2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
200,gwp,r_403b_39_pfc_218,,3471.000000,kgCO2e/kg,"R-403B (39% PFC-218) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in t","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
201,gwp,r_401b_11_hfc_152a,,15.180000,kgCO2e/kg,"R-401B (11% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
202,gwp,hfc_227ca_cf3cf2chf2,,2640.000000,kgCO2e/kg,"HFC-227ca (CF3CF2CHF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
203,gwp,r_500_26_2_hfc_152a,,36.156000,kgCO2e/kg,"R-500 (26.2% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
204,gwp,hfc_245eb_ch2fchfcf3,,290.000000,kgCO2e/kg,"HFC-245eb (CH2FCHFCF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
205,gwp,r_420a_88_hfc_134a,,1144.000000,kgCO2e/kg,"R-420A (88% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
206,gwp,hfc_1243zf_cf3ch_ch2,,1.000000,kgCO2e/kg,"HFC-1243zf (CF3CH=CH2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
207,gwp,r_412a_5_pfc_218,,445.000000,kgCO2e/kg,"R-412A (5% PFC-218) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in th","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
