do_no,source,job_no,do_date,do_type,trip_type,site_id,vessel_name,berth,vehicle_id,driver_id,job_type,waste_type,bin_in,bin_out,vol_cat_a,vol_cat_b,vol_cat_c,vol_cat_d,vol_cat_e,vol_cat_f,vol_total_m3,gross_kg,tare_kg,net_kg,weigh_ticket_no,weigh_location,weight_source,gps_lat,gps_lng,gps_accuracy_m,gps_captured_at,photo_do_ref,photo_sig_ref,photo_weigh_ref,receipt_ref,disposal_facility,xero_invoice_id,backfill_notes,synced_at,sludge_requested_t,sludge_actual_t,dispose_to,vol_cat_i,vol_other_m3,other_desc,vol_oily_rags_m3,vol_expired_med_m3,bin_qty,voyage_no,claim_state,bin_in_raw,bin_out_raw
STE-DS-22079,backfill,,2026-03-23,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17610.0,14250.0,3360.0,LR21545,,weighbridge,,,,,,,,,,,STE D/S form 22079 | bins: 6003 | handwritten bin ref partly illegible (B/N5?6003),2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22085,backfill,,2026-03-24,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17200.0,14240.0,2960.0,LR21580,,weighbridge,,,,,,,,,,,STE D/S form 22085 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22087,backfill,,2026-03-25,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17120.0,14240.0,2880.0,LR21589,,weighbridge,,,,,,,,,,,STE D/S form 22087 | bins: 6003 | DS also lists BBO-721/BBO-722 in tender box,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22089,backfill,,2026-03-26,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17470.0,14250.0,3220.0,LR21631,,weighbridge,,,,,,,,,,,STE D/S form 22089 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22092,backfill,,2026-03-27,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17590.0,14240.0,3350.0,LR21645,,weighbridge,,,,,,,,,,,STE D/S form 22092 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22097,backfill,,2026-03-30,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,17340.0,14480.0,2860.0,LR21686,,weighbridge,,,,,,,,,,,STE D/S form 22097 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-22106,backfill,,2026-03-31,,,STE_001,,,XE5457Y,,,Wood Waste,,,,,,,,,,16770.0,14320.0,2450.0,LR21706,,weighbridge,,,,,,,,,,,STE D/S form 22106 | bins: 6003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42332,backfill,,2026-03-01,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17050.0,14240.0,2810.0,LR21109,,weighbridge,,,,,,,,,,,STE D/S form 42332 | bins: RG1 3151; RG1 3112; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42333,backfill,,2026-03-01,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17970.0,14240.0,3730.0,LR21110,,weighbridge,,,,,,,,,,,STE D/S form 42333 | bins: RG1 3136; RG1 3132; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42335,backfill,,2026-03-02,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16860.0,14240.0,2620.0,LR21112,,weighbridge,,,,,,,,,,,STE D/S form 42335 | bins: RG1 3136; RG1 3151; bin 6006 | form dated 01/03 (stamp 01 MAR) but chit time-out 02/03/2026 13:52 - chit date used,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42337,backfill,,2026-03-02,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18600.0,14240.0,4360.0,LR21149,,weighbridge,,,,,,,,,,,STE D/S form 42337 | bins: RG1 3136; RG1 3137; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42342,backfill,,2026-03-02,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16930.0,14240.0,2690.0,LR21151,,weighbridge,,,,,,,,,,,STE D/S form 42342 | bins: RG1 3136; RG1 3137; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42351,backfill,,2026-03-03,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18720.0,14240.0,4480.0,LR21182,,weighbridge,,,,,,,,,,,STE D/S form 42351 | bins: RG1 3147; RG1 3151; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42354,backfill,,2026-03-03,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17610.0,14240.0,3370.0,LR21183,,weighbridge,,,,,,,,,,,STE D/S form 42354 | bins: RG1 3136; RG1 3149; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42361,backfill,,2026-03-04,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18280.0,14250.0,4030.0,LR21214,,weighbridge,,,,,,,,,,,STE D/S form 42361 | bins: RG7 3006; RG7 3007; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42368,backfill,,2026-03-04,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19170.0,14250.0,4920.0,LR21219,,weighbridge,,,,,,,,,,,STE D/S form 42368 | bins: RG7 3006; RG7 3007; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42378,backfill,,2026-03-05,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18060.0,14250.0,3810.0,LR21237,,weighbridge,,,,,,,,,,,STE D/S form 42378 | bins: RG1 3113; RG1 3147; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42380,backfill,,2026-03-05,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18750.0,14250.0,4500.0,LR21238,,weighbridge,,,,,,,,,,,STE D/S form 42380 | bins: RG7 3006; RG7 3007; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42386,backfill,,2026-03-06,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18350.0,14250.0,4100.0,LR21256,,weighbridge,,,,,,,,,,,STE D/S form 42386 | bins: RG7 3006; RG7 3007; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42387,backfill,,2026-03-06,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18980.0,14250.0,4730.0,LR21259,,weighbridge,,,,,,,,,,,STE D/S form 42387 | bins: RG1 3113; RG1 3147; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42392,backfill,,2026-03-07,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17880.0,14250.0,3630.0,LR21275,,weighbridge,,,,,,,,,,,STE D/S form 42392 | bins: RG1 3113; RG1 3136; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42393,backfill,,2026-03-07,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,21240.0,14250.0,6990.0,LR21274,,weighbridge,,,,,,,,,,,STE D/S form 42393 | bins: RG1 3151; RG1 3149; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42395,backfill,,2026-03-08,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17190.0,14250.0,2940.0,LR21285,,weighbridge,,,,,,,,,,,STE D/S form 42395 | bins: RG7 3006; RG7 3007; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42396,backfill,,2026-03-08,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,20650.0,14250.0,6400.0,LR21286,,weighbridge,,,,,,,,,,,STE D/S form 42396 | bins: RG1 3136; RG1 3113; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42397,backfill,,2026-03-08,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18340.0,14250.0,4090.0,LR21287,,weighbridge,,,,,,,,,,,STE D/S form 42397 | bins: RG1 3136; RG1 3151; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42399,backfill,,2026-03-09,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19150.0,14240.0,4910.0,LR21293,,weighbridge,,,,,,,,,,,STE D/S form 42399 | bins: RG1 3152; RG1 3113; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42400,backfill,,2026-03-09,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17140.0,14240.0,2900.0,LR21295,,weighbridge,,,,,,,,,,,STE D/S form 42400 | bins: RG1 3136; RG1 3113; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
26589,backfill,,2026-04-18,,,SUN_002,,,,KUMAR,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:22.637288+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42412,backfill,,2026-03-10,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18260.0,14240.0,4020.0,LR21326,,weighbridge,,,,,,,,,,,STE D/S form 42412 | bins: RG1 3136; RG1 3113; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42415,backfill,,2026-03-10,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18160.0,14240.0,3920.0,LR21332,,weighbridge,,,,,,,,,,,STE D/S form 42415 | bins: RG7 3006; RG7 3007; bin 6006 | chit time-out 18:02,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42419,backfill,,2026-03-11,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17350.0,14240.0,3110.0,LR21341,,weighbridge,,,,,,,,,,,STE D/S form 42419 | bins: RG1 3113; RG1 3149; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42422,backfill,,2026-03-11,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17780.0,14260.0,3520.0,LR21348,,weighbridge,,,,,,,,,,,STE D/S form 42422 | bins: RG1 3136; RG1 3152; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42425,backfill,,2026-03-12,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17780.0,14240.0,3540.0,LR21360,,weighbridge,,,,,,,,,,,STE D/S form 42425 | bins: RG7 3006; RG7 3007; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42426,backfill,,2026-03-12,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18310.0,14240.0,4070.0,LR21366,,weighbridge,,,,,,,,,,,STE D/S form 42426 | bins: RG1 3113; RG1 3147; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42432,backfill,,2026-03-13,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18620.0,14260.0,4360.0,LR21390,,weighbridge,,,,,,,,,,,STE D/S form 42432 | bins: RG1 3152; RG1 3147; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42437,backfill,,2026-03-14,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17460.0,14240.0,3220.0,LR21403,,weighbridge,,,,,,,,,,,STE D/S form 42437 | bins: RG1 3113; RG1 3147; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42438,backfill,,2026-03-14,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17270.0,14240.0,3030.0,LR21404,,weighbridge,,,,,,,,,,,STE D/S form 42438 | bins: RG1 3152; RG1 3136; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42441,backfill,,2026-03-14,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18420.0,14260.0,4160.0,LR21408,,weighbridge,,,,,,,,,,,STE D/S form 42441 | bins: RG7 3006; RG7 3007; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42443,backfill,,2026-03-15,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17960.0,14280.0,3680.0,LR21416,,weighbridge,,,,,,,,,,,STE D/S form 42443 | bins: RG7 3006; RG7 3007; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42451,backfill,,2026-03-16,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18890.0,14090.0,4800.0,LR21443,,weighbridge,,,,,,,,,,,STE D/S form 42451 | bins: RG1 3154; RG1 3147; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42453,backfill,,2026-03-16,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18200.0,14100.0,4100.0,LR21445,,weighbridge,,,,,,,,,,,STE D/S form 42453 | bins: RG1 3113; RG1 3136; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42456,backfill,,2026-03-17,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18500.0,14050.0,4450.0,LR21468,,weighbridge,,,,,,,,,,,STE D/S form 42456 | bins: RG7 3006; RG7 3007; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42457,backfill,,2026-03-17,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16850.0,14050.0,2800.0,LR21471,,weighbridge,,,,,,,,,,,STE D/S form 42457 | bins: RG1 3113; RG1 3136; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42458,backfill,,2026-03-18,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18950.0,14050.0,4900.0,LR21480,,weighbridge,,,,,,,,,,,STE D/S form 42458 | bins: RG1 3154; RG1 3152; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42459,backfill,,2026-03-18,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17870.0,14070.0,3800.0,LR21482,,weighbridge,,,,,,,,,,,STE D/S form 42459 | bins: RG1 3113; RG1 3136; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42462,backfill,,2026-03-19,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18680.0,14080.0,4600.0,LR21498,,weighbridge,,,,,,,,,,,STE D/S form 42462 | bins: RG1 3152; RG1 3113; bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42464,backfill,,2026-03-19,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18240.0,14140.0,4100.0,LR21501,,weighbridge,,,,,,,,,,,STE D/S form 42464 | bins: RG1 3152; RG1 3147; bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42467,backfill,,2026-03-20,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17970.0,14270.0,3700.0,LR21505,,weighbridge,,,,,,,,,,,STE D/S form 42467 | bins: RG1 3113 / RG1 3152 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42469,backfill,,2026-03-21,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18640.0,14240.0,4400.0,LR21522,,weighbridge,,,,,,,,,,,STE D/S form 42469 | bins: RG1 3149 / RG1 3152 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42471,backfill,,2026-03-21,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19820.0,14020.0,5800.0,LR21524,,weighbridge,,,,,,,,,,,STE D/S form 42471 | bins: RG7 3006 / RG7 3007 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42475,backfill,,2026-03-21,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19150.0,14250.0,4900.0,LR21525,,weighbridge,,,,,,,,,,,STE D/S form 42475 | bins: RG1 3113 / RG1 3147 | bin 6005; form date day digit smudged - read 21 consistent with chit 21/03,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42476,backfill,,2026-03-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19560.0,14160.0,5400.0,LR21527,,weighbridge,,,,,,,,,,,STE D/S form 42476 | bins: RG1 3113 / RG1 3147 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42477,backfill,,2026-03-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16890.0,14090.0,2800.0,LR21528,,weighbridge,,,,,,,,,,,STE D/S form 42477 | bins: RG1 3149 / RG1 3151 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42479,backfill,,2026-03-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19670.0,14170.0,5500.0,LR21530,,weighbridge,,,,,,,,,,,STE D/S form 42479 | bins: RG1 3153 / RG1 3152 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42480,backfill,,2026-03-22,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17700.0,14050.0,3650.0,LR21531,,weighbridge,,,,,,,,,,,STE D/S form 42480 | bins: RG1 3149 / RG1 3147 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42485,backfill,,2026-03-23,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17740.0,14240.0,3500.0,LR21540,,weighbridge,,,,,,,,,,,STE D/S form 42485 | bins: RG1 3147 / RG1 3149 | bin 6006; driver D Karthik,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42486,backfill,,2026-03-23,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18960.0,14240.0,4720.0,LR21543,,weighbridge,,,,,,,,,,,STE D/S form 42486 | bins: RG7 3006 / RG7 3007 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42492,backfill,,2026-03-24,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17920.0,14240.0,3680.0,LR21559,,weighbridge,,,,,,,,,,,STE D/S form 42492 | bins: RG7 3006 / RG7 3007 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42494,backfill,,2026-03-24,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18020.0,14240.0,3780.0,LR21560,,weighbridge,,,,,,,,,,,STE D/S form 42494 | bins: RG1 3154 / RG1 3149 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42499,backfill,,2026-03-25,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18300.0,14240.0,4060.0,LR21584,,weighbridge,,,,,,,,,,,STE D/S form 42499 | bins: RG1 3113 / RG1 3147? | bin 6006; 2nd bin ref handwriting unclear (31L7) - read 3147,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42500,backfill,,2026-03-25,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18580.0,14240.0,4340.0,LR21587,,weighbridge,,,,,,,,,,,STE D/S form 42500 | bins: RG1 3149 / RG1 3152 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42502,backfill,,2026-03-26,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17150.0,14240.0,2910.0,LR21633,,weighbridge,,,,,,,,,,,STE D/S form 42502 | bins: RG7 3006 / RG7 3007 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42506,backfill,,2026-03-27,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17280.0,14240.0,3040.0,LR21635,,weighbridge,,,,,,,,,,,STE D/S form 42506 | bins: RG1 3113 / RG1 3154 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42507,backfill,,2026-03-27,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19250.0,14240.0,5010.0,LR21640,,weighbridge,,,,,,,,,,,STE D/S form 42507 | bins: RG7 3006 / RG7 3007 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42516,backfill,,2026-03-28,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17580.0,14240.0,3340.0,LR21668,,weighbridge,,,,,,,,,,,STE D/S form 42516 | bins: RG1 3113 / RG1 3154 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42518,backfill,,2026-03-28,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16540.0,14240.0,2300.0,LR21669,,weighbridge,,,,,,,,,,,STE D/S form 42518 | bins: RG1 3152 / RG3 3003 | bin 6005; 2nd ref reads RG3=3003,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42520,backfill,,2026-03-29,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19350.0,14240.0,5110.0,LR21671,,weighbridge,,,,,,,,,,,STE D/S form 42520 | bins: RG1 3113 / RG1 3147 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42521,backfill,,2026-03-29,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16880.0,14240.0,2640.0,LR21672,,weighbridge,,,,,,,,,,,STE D/S form 42521 | bins: RG7 3006 / RG7 3007 | bin 6005,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42522,backfill,,2026-03-29,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,16610.0,14240.0,2370.0,LR21673,,weighbridge,,,,,,,,,,,STE D/S form 42522 | bins: RG1 3136 / RG1 3158 | bin 6006,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42525,backfill,,2026-03-30,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17840.0,14240.0,3600.0,LR21691,,weighbridge,,,,,,,,,,,STE D/S form 42525 | bins: RG1 3155 / RG1 3154 | bin 6006; driver Kumar,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42526,backfill,,2026-03-30,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,18300.0,14240.0,4060.0,LR21682,,weighbridge,,,,,,,,,,,STE D/S form 42526 | bins: RG1 3136 / RG1 3154 | bin 6005; driver Kumar; chit time 10:05 earlier than DS 42525 chit 14:50 (ds/ticket order crossed same day),2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42531,backfill,,2026-03-31,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,19210.0,14240.0,4970.0,LR21700,,weighbridge,,,,,,,,,,,STE D/S form 42531 | bins: RG1 3154 / RG1 3136 | bin 6006; driver Kumar,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42532,backfill,,2026-03-31,,,STE_002,,,XE5457Y,,,General Waste,,,,,,,,,,17650.0,14240.0,3410.0,LR21704,,weighbridge,,,,,,,,,,,STE D/S form 42532 | bins: RG1 3113 / RG1 3155 | bin 6005; driver Kumar,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42334,backfill,,2026-03-01,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,17640.0,15200.0,2440.0,LR21111,,weighbridge,,,,,,,,,,,STE D/S form 42334 | bins: RGI 3147; RGI 3151; bin 8000 | Collector Karthik; Job No 202008,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42341,backfill,,2026-03-02,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18650.0,15500.0,3150.0,LR21150,,weighbridge,,,,,,,,,,,STE D/S form 42341 | bins: RG7 3007?; RG7 3006?; bin 8000 | Collector Kumar; bin refs handwritten as RG7=3007/3006 (differ from usual RGI 31xx series) ?,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42358,backfill,,2026-03-03,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,19450.0,15500.0,3950.0,LR21184,,weighbridge,,,,,,,,,,,STE D/S form 42358 | bins: RGI 3136; RGI 3151; bin 8000 | Collector Kumar; third handwritten line RGI=202008 appears to be the Job No mis-lined,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42366,backfill,,2026-03-04,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,20480.0,15500.0,4980.0,LR21218,,weighbridge,,,,,,,,,,,STE D/S form 42366 | bins: RGI 3151; RGI 3136; bin 8000 | Collector Kumar; Job No 202008,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42390,backfill,,2026-03-06,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,23470.0,15500.0,7970.0,LR21261,,weighbridge,,,,,,,,,,,STE D/S form 42390 | bins: RGI 3113; RGI 3136; bin 8000 | Collector Kumar; Job No 202008,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42394,backfill,,2026-03-08,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,18870.0,15500.0,3370.0,LR21284,,weighbridge,,,,,,,,,,,STE D/S form 42394 | bins: RGI 3113; RGI 3147; bin 8000 | Collector Kumar; Job No 202008,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42401,backfill,,2026-03-09,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,24980.0,16050.0,8930.0,LR21297,,weighbridge,,,,,,,,,,,STE D/S form 42401 | bins: RGI 3136; bin 8000 | Collector Sathish; Job No 202008,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
STE-DS-42414,backfill,,2026-03-10,,,STE_002,,,XE5457Y,,,Wood Waste,,,,,,,,,,21490.0,15770.0,5720.0,LR21329,,weighbridge,,,,,,,,,,,STE D/S form 42414 | bins: RGI 3136; bin 8000 | Collector Sathish; Job No 202008,2026-08-01 02:22:01.990491+00,,,,,,,,,,,UNASSIGNED,,
