do_no,source,job_no,do_date,do_type,trip_type,site_id,vessel_name,berth,vehicle_id,driver_id,job_type,waste_type,bin_in,bin_out,vol_cat_a,vol_cat_b,vol_cat_c,vol_cat_d,vol_cat_e,vol_cat_f,vol_total_m3,gross_kg,tare_kg,net_kg,weigh_ticket_no,weigh_location,weight_source,gps_lat,gps_lng,gps_accuracy_m,gps_captured_at,photo_do_ref,photo_sig_ref,photo_weigh_ref,receipt_ref,disposal_facility,xero_invoice_id,backfill_notes,synced_at,sludge_requested_t,sludge_actual_t,dispose_to,vol_cat_i,vol_other_m3,other_desc,vol_oily_rags_m3,vol_expired_med_m3,bin_qty,voyage_no,claim_state,bin_in_raw,bin_out_raw
22361,backfill,,2026-04-04,,,RAD_003,,,,LIU,Exchange,Wood Waste,,,,,,,,,,,,1660.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:05.576866+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22365,backfill,,2026-04-04,,,SUN_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,3300.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.1 t (not applied),2026-09-02 04:02:05.842797+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22229,backfill,,2026-04-05,,,QUA_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,2100.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.8 t (not applied),2026-09-02 04:02:06.020569+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22231,backfill,,2026-04-05,,,SUN_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,3350.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:06.25692+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23109,backfill,,2026-04-06,,,HAI_001,,,,,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:06.551747+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22236,backfill,,2026-04-06,,,PAX_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:06.777713+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22366,backfill,,2026-04-06,,,STS_001,,,,LIU,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:07.030625+00,,,,,,,,,,,UNASSIGNED,,
25919,backfill,,2026-04-06,,,SAV_101,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,750.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:07.238729+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22237,backfill,,2026-04-06,,,INV_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,3290.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:07.502975+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23111,backfill,,2026-04-06,,,TONG_003,,,,,Exchange,Wood Waste,,,,,,,,,,,,8560.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.3 t (not applied),2026-09-02 04:02:07.753006+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22235,backfill,,2026-04-06,,,ENGI_003,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:07.996853+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23112,backfill,,2026-04-06,,,TOP_001,,,,,Exchange,General Waste,,,,,,,,,,,,3970.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 3.0 t (not applied),2026-09-02 04:02:08.244627+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22240,backfill,,2026-04-07,,,PAX_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.519472+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25924,backfill,,2026-04-07,,,CHA_001,,,,KARTHIK,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.838947+00,,,,,,,,,,,UNASSIGNED,,
23116,backfill,,2026-04-07,,,MEC_001,,,,,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:09.056951+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
WB-LR21126,backfill,,2026-03-02,,,EUR_002,,,,,,General Waste,,,,,,,,,,17010.0,14250.0,2760.0,LR21126,,weighbridge,,,,,,,,,,,"",2026-09-04 17:30:02.365027+00,,,,,,,,,,,UNASSIGNED,,
22210,backfill,,2026-04-01,,,ART_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,2220.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:02.187921+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22893,backfill,,2026-04-01,,,BND_001,,,,,Delivery,General Waste,,,,,,,,,,,,6270.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.7 t (not applied),2026-09-02 04:02:02.387707+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22213,backfill,,2026-04-01,,,HPR_001,,,,KUMAR,Collect,General Waste,,,,,,,,,,,,5280.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:02.593037+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22215,backfill,,2026-04-02,,,HAI_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:02.854246+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22352,backfill,,2026-04-02,,,INV_001,,,,LIU,Delivery,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:03.208683+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22896,backfill,,2026-04-02,,,SIE_001,,,,,Exchange,General Waste,,,,,,,,,,,,6720.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.1 t (not applied),2026-09-02 04:02:03.49047+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22354,backfill,,2026-04-02,,,RAD_003,,,,LIU,Exchange,Wood Waste,,,,,,,,,,,,1930.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:03.696289+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23101,backfill,,2026-04-02,,,ALLI_001,,,,,Exchange,General Waste,,,,,,,,,,,,2040.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:03.937435+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22221,backfill,,2026-04-02,,,SUN_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,2870.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.1 t (not applied),2026-09-02 04:02:04.138503+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22223,backfill,,2026-04-03,,,HAI_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:04.36062+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22225,backfill,,2026-04-03,,,ENGL_010,,,,KUMAR,Collect,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:04.562338+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25909,backfill,,2026-04-04,,,PAX_001,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:04.859128+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22358,backfill,,2026-04-04,,,ENGI_005,,,,LIU,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.06789+00,,,,,,,,,,,UNASSIGNED,,
23103,backfill,,2026-04-04,,,ENGI_014,,,,,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.275271+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25912,backfill,,2026-04-04,,,POH_004,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.486293+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25913,backfill,,2026-04-04,,,SUN_001,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,4410.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:05.751881+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22230,backfill,,2026-04-05,,,SHI_002,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,2110.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:05.9587+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25915,backfill,,2026-04-05,,,SUN_001,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,1530.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:06.169848+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23107,backfill,,2026-04-05,,,SUN_001,,,,,Exchange,General Waste,,,,,,,,,,,,2540.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:06.473237+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22233,backfill,,2026-04-06,,,PAX_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:06.699608+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25917,backfill,,2026-04-06,,,WOR_001,,,,KARTHIK,Collect,Wood Waste,,,,,,,,,,,,2560.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:06.960746+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25918,backfill,,2026-04-06,,,SAV_101,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:07.171176+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23110,backfill,,2026-04-06,,,EVE_001,,,,,Exchange,General Waste,,,,,,,,,,,,1780.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:07.420233+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22368,backfill,,2026-04-06,,,RAD_003,,,,LIU,Exchange,Wood Waste,,,,,,,,,,,,2110.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:07.672728+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25920,backfill,,2026-04-06,,,WIK_001,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,1370.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:07.915905+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25921,backfill,,2026-04-06,,,TONG_008,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,850.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.8 t (not applied),2026-09-02 04:02:08.168914+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22239,backfill,,2026-04-07,,,PAX_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.381536+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22238,backfill,,2026-04-07,,,ENGL_003,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.704123+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25923,backfill,,2026-04-07,,,TONG_003,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,4020.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:08.994606+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22373,backfill,,2026-04-07,,,AVE_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,3000.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.1 t (not applied),2026-09-02 04:02:09.194393+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23117,backfill,,2026-04-07,,,HAI_001,,,,,Collect,General Waste,,,,,,,,,,,,1020.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.5 t (not applied),2026-09-02 04:02:09.384541+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22892,backfill,,2026-04-01,,,BND_001,,,,,Delivery,General Waste,,,,,,,,,,,,6130.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.7 t (not applied),2026-09-02 04:02:02.31919+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22350,backfill,,2026-04-01,,,QUA_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,3000.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.8 t (not applied),2026-09-02 04:02:02.534659+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22351,backfill,,2026-04-01,,,SUN_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,6900.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:02.768967+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
693278,backfill,,2026-04-02,,,WAH_002,,,,,Exchange,General Waste,,,,,,,,,,,,1250.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.6 t (not applied),2026-09-02 04:02:03.10614+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22353,backfill,,2026-04-02,,,ASL_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,2600.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:03.410024+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22897,backfill,,2026-04-02,,,SYST_002,,,,,Exchange,General Waste,,,,,,,,,,,,2250.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:03.627977+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22357,backfill,,2026-04-02,,,SHI_002,,,,LIU,Exchange,General Waste,,,,,,,,,,,,2000.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:03.871216+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22220,backfill,,2026-04-02,,,LEN_001,,,,KUMAR,Collect,General Waste,,,,,,,,,,,,3640.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:04.058926+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23102,backfill,,2026-04-02,,,SUN_001,,,,,Exchange,General Waste,,,,,,,,,,,,2450.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.1 t (not applied),2026-09-02 04:02:04.296196+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22224,backfill,,2026-04-03,,,ENGI_010,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:04.498525+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22227,backfill,,2026-04-04,,,HAI_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:04.774688+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22360,backfill,,2026-04-04,,,ENGL_007,,,,LIU,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.004687+00,,,NEA,,,,,,,,UNASSIGNED,,
22362,backfill,,2026-04-04,,,WOR_001,,,,LIU,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.209658+00,,,,,,,,,,,UNASSIGNED,,
23105,backfill,,2026-04-04,,,POH_004,,,,,Exchange,Plastic Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.410273+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25911,backfill,,2026-04-04,,,SUN_005,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,1660.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:05.65755+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22228,backfill,,2026-04-05,,,HAI_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:05.897397+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25914,backfill,,2026-04-05,,,SAV_104,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:06.091017+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22359,backfill,,2026-04-05,,,SUN_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,4100.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.3 t (not applied),2026-09-02 04:02:06.357082+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22232,backfill,,2026-04-06,,,PAX_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:06.622995+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23108,backfill,,2026-04-06,,,ENGL_002,,,,,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:06.862929+00,,,NEA,,,,,,,,UNASSIGNED,,
25916,backfill,,2026-04-06,,,STS_001,,,,KARTHIK,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:07.103758+00,,,,,,,,,,,UNASSIGNED,,
22234,backfill,,2026-04-06,,,SAV_105,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:07.313193+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22369,backfill,,2026-04-06,,,RAD_003,,,,LIU,Exchange,Wood Waste,,,,,,,,,,,,2180.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.1 t (not applied),2026-09-02 04:02:07.589966+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22370,backfill,,2026-04-06,,,CNC_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,3300.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:07.817689+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25922,backfill,,2026-04-06,,,STE_005,,,,KARTHIK,Collect,General Waste,,,,,,,,,,,,4320.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.2 t (not applied),2026-09-02 04:02:08.083193+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23113,backfill,,2026-04-07,,,HAI_001,,,,,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.315625+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22242,backfill,,2026-04-07,,,PAX_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.596061+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25926,backfill,,2026-04-07,,,CHA_001,,,,KARTHIK,Collect,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:08.926253+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25925,backfill,,2026-04-07,,,LCH_001,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,1940.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 0.8 t (not applied),2026-09-02 04:02:09.12138+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23115,backfill,,2026-04-07,,,HAI_001,,,,,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:09.317538+00,,,,,,,,,,,UNASSIGNED,,
22241,backfill,,2026-04-07,,,ENG_001,,,,KUMAR,Exchange,General Waste,,,,,,,,,,,,1970.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.0 t (not applied),2026-09-02 04:02:09.505574+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
22376,backfill,,2026-04-07,,,SUN_001,,,,LIU,Exchange,General Waste,,,,,,,,,,,,3000.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 1.3 t (not applied),2026-09-02 04:02:09.687567+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
25927,backfill,,2026-04-07,,,GSE_006,,,,KARTHIK,Exchange,General Waste,,,,,,,,,,,,3150.0,,,invoice,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached | adjustment on sheet: 3.0 t (not applied),2026-09-02 04:02:09.259202+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
23114,backfill,,2026-04-07,,,HAI_001,,,,,Collect,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Apr 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:02:09.441597+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
